Date,Year,Segment,Month,Day of the Week,S. Caramel Staff,Mango Staff,Chocolate Staff,Pure Coconut Staff,Mint Choco Staff,Strawberry Staff,Chai Tea Staff,Hazelnut Staff,Green Tea Staff,Pina Colada Staff,Coffee Staff,Banana Staff,YY Sesame Staff,Vanilla Bean Staff,Cherry Alm Staff,Apricot Staff,Red Bean Staff,Lime Coconut Staff,Pistachio Staff,Ginger Staff,Single Scoop Staff,Double Scoop Staff,Triple Scoop Staff,1 Topping Staff,3 Topping Staff,Waffle Cone Staff,Cus IC Sand Staff,Ice Cream Sand Staff,Tub Staff
2017-09-12,2017,First Teaching Month,September,Tuesday,0.0,0.0,30.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30,0.0,0,0,0,0,-15,0,0,0,6.0,0,0,0
2017-09-13,2017,First Teaching Month,September,Wednesday,0.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,0.0,30.0,90.0,120.0,0.0,30.0,0,0.0,0,0,0,0,-15,0,0,0,18.0,0,0,0
2017-09-14,2017,First Teaching Month,September,Thursday,90.0,30.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,30.0,30,0.0,0,0,0,0,-15,0,0,0,12.0,0,0,0
2017-09-15,2017,First Teaching Month,September,Friday,60.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,-15,0,0,0,18.0,0,0,0
2017-09-16,2017,First Teaching Month,September,Saturday,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,30.0,0.0,0.0,0,30.0,0,0,0,0,-30,0,0,0,6.0,0,0,0
2017-09-17,2017,First Teaching Month,September,Sunday,60.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,6.0,0,0,0
2017-09-18,2017,First Teaching Month,September,Monday,240.0,0.0,30.0,240.0,243.33333,186.66667,0.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,60.0,0,0.0,0,0,0,0,-15,0,0,0,6.0,0,0,0
2017-09-19,2017,First Teaching Month,September,Tuesday,60.0,60.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0.0,0,0,0,0,0,0,0,0,6.0,0,0,0
2017-09-20,2017,First Teaching Month,September,Wednesday,60.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,12.0,0,0,0
2017-09-21,2017,First Teaching Month,September,Thursday,30.0,30.0,0.0,0.0,60.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,0.0,30.0,0.0,0,0.0,30,0,0,0,-15,0,0,8,12.0,0,0,0
2017-09-22,2017,First Teaching Month,September,Friday,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0.0,0,0,0,0,0,0,0,0,12.0,0,0,0
2017-09-23,2017,First Teaching Month,September,Saturday,30.0,60.0,30.0,60.0,60.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,30.0,0.0,30,0.0,0,0,0,0,-30,0,0,0,0.0,0,0,0
2017-09-24,2017,First Teaching Month,September,Sunday,30.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,6.0,0,0,0
2017-09-25,2017,First Teaching Month,September,Monday,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,8,0.0,0,0,0
2017-09-26,2017,First Teaching Month,September,Tuesday,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30,0.0,30,0,0,0,0,0,0,0,6.0,0,0,0
2017-09-27,2017,First Teaching Month,September,Wednesday,60.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0,0,0,0,-15,0,0,0,18.0,0,0,0
2017-09-28,2017,First Teaching Month,September,Thursday,30.0,0.0,270.0,0.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
2017-09-29,2017,First Teaching Month,September,Friday,30.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,24.0,0,0,0
2017-09-30,2017,First Teaching Month,September,Saturday,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,-15,0,0,0,6.0,0,0,0
